ZIP,YEAR,ORDINAL,INCOME GROUP,HOUSEHOLDS
92129,2014,9,"$150,000 to $199,999",2470
92129,2014,10,"$200,000 or more",2379
92129,2015,1,"Less than $15,000",874
92129,2015,2,"$15,000 to $29,999",1017
92129,2015,3,"$30,000 to $44,999",1216
92129,2015,4,"$45,000 to $59,999",1359
92129,2015,5,"$60,000 to $74,999",1333
92129,2015,6,"$75,000 to $99,999",2450
92129,2015,7,"$100,000 to $124,999",2378
92129,2015,8,"$125,000 to $149,999",1771
92129,2015,9,"$150,000 to $199,999",2537
92129,2015,10,"$200,000 or more",2426
92129,2016,1,"Less than $15,000",715
92129,2016,2,"$15,000 to $29,999",1019
92129,2016,3,"$30,000 to $44,999",1296
92129,2016,4,"$45,000 to $59,999",1311
92129,2016,5,"$60,000 to $74,999",1440
92129,2016,6,"$75,000 to $99,999",2531
92129,2016,7,"$100,000 to $124,999",2300
92129,2016,8,"$125,000 to $149,999",1743
92129,2016,9,"$150,000 to $199,999",2428
92129,2016,10,"$200,000 or more",2640
92129,2017,1,"Less than $15,000",723
92129,2017,2,"$15,000 to $29,999",986
92129,2017,3,"$30,000 to $44,999",1275
92129,2017,4,"$45,000 to $59,999",1197
92129,2017,5,"$60,000 to $74,999",1472
92129,2017,6,"$75,000 to $99,999",2394
92129,2017,7,"$100,000 to $124,999",2210
92129,2017,8,"$125,000 to $149,999",1803
92129,2017,9,"$150,000 to $199,999",2481
92129,2017,10,"$200,000 or more",2833
92129,2018,1,"Less than $15,000",767
92129,2018,2,"$15,000 to $29,999",830
92129,2018,3,"$30,000 to $44,999",1215
92129,2018,4,"$45,000 to $59,999",1254
92129,2018,5,"$60,000 to $74,999",1437
92129,2018,6,"$75,000 to $99,999",2395
92129,2018,7,"$100,000 to $124,999",2152
92129,2018,8,"$125,000 to $149,999",1775
92129,2018,9,"$150,000 to $199,999",2459
92129,2018,10,"$200,000 or more",3136
92129,2019,1,"Less than $15,000",1060
92129,2019,2,"$15,000 to $29,999",816
92129,2019,3,"$30,000 to $44,999",1207
92129,2019,4,"$45,000 to $59,999",1286
92129,2019,5,"$60,000 to $74,999",1389
92129,2019,6,"$75,000 to $99,999",2325
92129,2019,7,"$100,000 to $124,999",2189
92129,2019,8,"$125,000 to $149,999",1759
92129,2019,9,"$150,000 to $199,999",2409
92129,2019,10,"$200,000 or more",3076
92130,2010,1,"Less than $15,000",1244
92130,2010,2,"$15,000 to $29,999",1299
92130,2010,3,"$30,000 to $44,999",1005
92130,2010,4,"$45,000 to $59,999",1010
92130,2010,5,"$60,000 to $74,999",1089
92130,2010,6,"$75,000 to $99,999",1832
92130,2010,7,"$100,000 to $124,999",2312
92130,2010,8,"$125,000 to $149,999",1812
92130,2010,9,"$150,000 to $199,999",2351
92130,2010,10,"$200,000 or more",3876
92130,2011,1,"Less than $15,000",1233
92130,2011,2,"$15,000 to $29,999",1304
92130,2011,3,"$30,000 to $44,999",1000
92130,2011,4,"$45,000 to $59,999",1012
92130,2011,5,"$60,000 to $74,999",1093
92130,2011,6,"$75,000 to $99,999",1845
92130,2011,7,"$100,000 to $124,999",2315
92130,2011,8,"$125,000 to $149,999",1812
92130,2011,9,"$150,000 to $199,999",2354
92130,2011,10,"$200,000 or more",3878
92130,2012,1,"Less than $15,000",1709
92130,2012,2,"$15,000 to $29,999",1253
92130,2012,3,"$30,000 to $44,999",931
92130,2012,4,"$45,000 to $59,999",1023
92130,2012,5,"$60,000 to $74,999",1046
92130,2012,6,"$75,000 to $99,999",2106
92130,2012,7,"$100,000 to $124,999",2159
92130,2012,8,"$125,000 to $149,999",1584
92130,2012,9,"$150,000 to $199,999",2147
92130,2012,10,"$200,000 or more",4003
92130,2013,1,"Less than $15,000",1384
92130,2013,2,"$15,000 to $29,999",1182
92130,2013,3,"$30,000 to $44,999",991
92130,2013,4,"$45,000 to $59,999",1103
92130,2013,5,"$60,000 to $74,999",1126
92130,2013,6,"$75,000 to $99,999",2029
92130,2013,7,"$100,000 to $124,999",2067
92130,2013,8,"$125,000 to $149,999",1623
92130,2013,9,"$150,000 to $199,999",2707
92130,2013,10,"$200,000 or more",4004
92130,2014,1,"Less than $15,000",1308
92130,2014,2,"$15,000 to $29,999",1027
92130,2014,3,"$30,000 to $44,999",933
92130,2014,4,"$45,000 to $59,999",1114
92130,2014,5,"$60,000 to $74,999",972
92130,2014,6,"$75,000 to $99,999",2052
92130,2014,7,"$100,000 to $124,999",2219
92130,2014,8,"$125,000 to $149,999",1685
92130,2014,9,"$150,000 to $199,999",2618
92130,2014,10,"$200,000 or more",4344
92130,2015,1,"Less than $15,000",1311
92130,2015,2,"$15,000 to $29,999",912
92130,2015,3,"$30,000 to $44,999",755
92130,2015,4,"$45,000 to $59,999",1061
92130,2015,5,"$60,000 to $74,999",1147
92130,2015,6,"$75,000 to $99,999",2066
92130,2015,7,"$100,000 to $124,999",2224
92130,2015,8,"$125,000 to $149,999",1766
92130,2015,9,"$150,000 to $199,999",2638
92130,2015,10,"$200,000 or more",4721
92130,2016,1,"Less than $15,000",1299
92130,2016,2,"$15,000 to $29,999",816
92130,2016,3,"$30,000 to $44,999",874
92130,2016,4,"$45,000 to $59,999",1035
92130,2016,5,"$60,000 to $74,999",1194
92130,2016,6,"$75,000 to $99,999",2141
92130,2016,7,"$100,000 to $124,999",2223
92130,2016,8,"$125,000 to $149,999",1710
92130,2016,9,"$150,000 to $199,999",2718
92130,2016,10,"$200,000 or more",4774
92130,2017,1,"Less than $15,000",1044
92130,2017,2,"$15,000 to $29,999",890
92130,2017,3,"$30,000 to $44,999",856
92130,2017,4,"$45,000 to $59,999",1208
92130,2017,5,"$60,000 to $74,999",1293
92130,2017,6,"$75,000 to $99,999",1938
92130,2017,7,"$100,000 to $124,999",2113
92130,2017,8,"$125,000 to $149,999",1711
92130,2017,9,"$150,000 to $199,999",2802
92130,2017,10,"$200,000 or more",4933
92130,2018,1,"Less than $15,000",991
92130,2018,2,"$15,000 to $29,999",764
92130,2018,3,"$30,000 to $44,999",940
92130,2018,4,"$45,000 to $59,999",1131
92130,2018,5,"$60,000 to $74,999",1147
92130,2018,6,"$75,000 to $99,999",2169
92130,2018,7,"$100,000 to $124,999",2327
92130,2018,8,"$125,000 to $149,999",1788
92130,2018,9,"$150,000 to $199,999",2898
92130,2018,10,"$200,000 or more",5369
92130,2019,1,"Less than $15,000",1005
92130,2019,2,"$15,000 to $29,999",696
92130,2019,3,"$30,000 to $44,999",1074
92130,2019,4,"$45,000 to $59,999",1137
92130,2019,5,"$60,000 to $74,999",1207
92130,2019,6,"$75,000 to $99,999",2257
92130,2019,7,"$100,000 to $124,999",2169
92130,2019,8,"$125,000 to $149,999",1802
92130,2019,9,"$150,000 to $199,999",3134
92130,2019,10,"$200,000 or more",5790
92131,2010,1,"Less than $15,000",597
92131,2010,2,"$15,000 to $29,999",515
92131,2010,3,"$30,000 to $44,999",878
92131,2010,4,"$45,000 to $59,999",695
92131,2010,5,"$60,000 to $74,999",783
92131,2010,6,"$75,000 to $99,999",1534
92131,2010,7,"$100,000 to $124,999",1668
92131,2010,8,"$125,000 to $149,999",1257
92131,2010,9,"$150,000 to $199,999",1843
92131,2010,10,"$200,000 or more",2188
92131,2011,1,"Less than $15,000",595
92131,2011,2,"$15,000 to $29,999",509
92131,2011,3,"$30,000 to $44,999",880
92131,2011,4,"$45,000 to $59,999",683
92131,2011,5,"$60,000 to $74,999",778
92131,2011,6,"$75,000 to $99,999",1535
92131,2011,7,"$100,000 to $124,999",1672
92131,2011,8,"$125,000 to $149,999",1263
92131,2011,9,"$150,000 to $199,999",1853
92131,2011,10,"$200,000 or more",2190
92131,2012,1,"Less than $15,000",794
92131,2012,2,"$15,000 to $29,999",644
92131,2012,3,"$30,000 to $44,999",814
92131,2012,4,"$45,000 to $59,999",642
92131,2012,5,"$60,000 to $74,999",707
92131,2012,6,"$75,000 to $99,999",1450
92131,2012,7,"$100,000 to $124,999",1612
92131,2012,8,"$125,000 to $149,999",1186
92131,2012,9,"$150,000 to $199,999",1754
92131,2012,10,"$200,000 or more",2378
92131,2013,1,"Less than $15,000",521
92131,2013,2,"$15,000 to $29,999",576
92131,2013,3,"$30,000 to $44,999",858
92131,2013,4,"$45,000 to $59,999",690
92131,2013,5,"$60,000 to $74,999",730
92131,2013,6,"$75,000 to $99,999",1490
92131,2013,7,"$100,000 to $124,999",1559
92131,2013,8,"$125,000 to $149,999",1200
92131,2013,9,"$150,000 to $199,999",1825
92131,2013,10,"$200,000 or more",2570
92131,2014,1,"Less than $15,000",444
92131,2014,2,"$15,000 to $29,999",525
92131,2014,3,"$30,000 to $44,999",821
92131,2014,4,"$45,000 to $59,999",707
92131,2014,5,"$60,000 to $74,999",705
92131,2014,6,"$75,000 to $99,999",1560
92131,2014,7,"$100,000 to $124,999",1639
92131,2014,8,"$125,000 to $149,999",1218
92131,2014,9,"$150,000 to $199,999",1681
92131,2014,10,"$200,000 or more",2731
92131,2015,1,"Less than $15,000",421
92131,2015,2,"$15,000 to $29,999",553
92131,2015,3,"$30,000 to $44,999",915
92131,2015,4,"$45,000 to $59,999",682
92131,2015,5,"$60,000 to $74,999",850
92131,2015,6,"$75,000 to $99,999",1616
92131,2015,7,"$100,000 to $124,999",1549
92131,2015,8,"$125,000 to $149,999",1169
92131,2015,9,"$150,000 to $199,999",1662
92131,2015,10,"$200,000 or more",2750
92131,2016,1,"Less than $15,000",342
92131,2016,2,"$15,000 to $29,999",619
92131,2016,3,"$30,000 to $44,999",740
92131,2016,4,"$45,000 to $59,999",851
92131,2016,5,"$60,000 to $74,999",921
92131,2016,6,"$75,000 to $99,999",1699
92131,2016,7,"$100,000 to $124,999",1488
92131,2016,8,"$125,000 to $149,999",1113
92131,2016,9,"$150,000 to $199,999",1581
92131,2016,10,"$200,000 or more",2883
92131,2017,1,"Less than $15,000",343
92131,2017,2,"$15,000 to $29,999",647
92131,2017,3,"$30,000 to $44,999",774
92131,2017,4,"$45,000 to $59,999",909
92131,2017,5,"$60,000 to $74,999",969
92131,2017,6,"$75,000 to $99,999",1631
92131,2017,7,"$100,000 to $124,999",1563
92131,2017,8,"$125,000 to $149,999",1157
92131,2017,9,"$150,000 to $199,999",1628
92131,2017,10,"$200,000 or more",2617
92131,2018,1,"Less than $15,000",336
92131,2018,2,"$15,000 to $29,999",595
92131,2018,3,"$30,000 to $44,999",757
92131,2018,4,"$45,000 to $59,999",935
92131,2018,5,"$60,000 to $74,999",916
92131,2018,6,"$75,000 to $99,999",1594
92131,2018,7,"$100,000 to $124,999",1647
92131,2018,8,"$125,000 to $149,999",1117
92131,2018,9,"$150,000 to $199,999",1592
92131,2018,10,"$200,000 or more",2757
92131,2019,1,"Less than $15,000",401
92131,2019,2,"$15,000 to $29,999",568
92131,2019,3,"$30,000 to $44,999",755
92131,2019,4,"$45,000 to $59,999",958
92131,2019,5,"$60,000 to $74,999",873
92131,2019,6,"$75,000 to $99,999",1597
92131,2019,7,"$100,000 to $124,999",1674
92131,2019,8,"$125,000 to $149,999",1060
92131,2019,9,"$150,000 to $199,999",1609
92131,2019,10,"$200,000 or more",2797
92134,2010,1,"Less than $15,000",0
92134,2010,2,"$15,000 to $29,999",0
92134,2010,3,"$30,000 to $44,999",0
92134,2010,4,"$45,000 to $59,999",0
92134,2010,5,"$60,000 to $74,999",0
92134,2010,6,"$75,000 to $99,999",0
92134,2010,7,"$100,000 to $124,999",0
92134,2010,8,"$125,000 to $149,999",0
92134,2010,9,"$150,000 to $199,999",0
92134,2010,10,"$200,000 or more",0
92134,2011,1,"Less than $15,000",0
92134,2011,2,"$15,000 to $29,999",0
92134,2011,3,"$30,000 to $44,999",0
92134,2011,4,"$45,000 to $59,999",0
92134,2011,5,"$60,000 to $74,999",0
92134,2011,6,"$75,000 to $99,999",0
92134,2011,7,"$100,000 to $124,999",0
92134,2011,8,"$125,000 to $149,999",0
92134,2011,9,"$150,000 to $199,999",0
92134,2011,10,"$200,000 or more",0
92134,2012,1,"Less than $15,000",0
92134,2012,2,"$15,000 to $29,999",0
92134,2012,3,"$30,000 to $44,999",0
92134,2012,4,"$45,000 to $59,999",0
92134,2012,5,"$60,000 to $74,999",0
92134,2012,6,"$75,000 to $99,999",0
92134,2012,7,"$100,000 to $124,999",0
92134,2012,8,"$125,000 to $149,999",0
92134,2012,9,"$150,000 to $199,999",0
92134,2012,10,"$200,000 or more",0
92134,2013,1,"Less than $15,000",0
92134,2013,2,"$15,000 to $29,999",0
92134,2013,3,"$30,000 to $44,999",0
92134,2013,4,"$45,000 to $59,999",0
92134,2013,5,"$60,000 to $74,999",0
92134,2013,6,"$75,000 to $99,999",0
92134,2013,7,"$100,000 to $124,999",0
92134,2013,8,"$125,000 to $149,999",0
92134,2013,9,"$150,000 to $199,999",0
92134,2013,10,"$200,000 or more",0
92134,2014,1,"Less than $15,000",0
92134,2014,2,"$15,000 to $29,999",0
92134,2014,3,"$30,000 to $44,999",0
92134,2014,4,"$45,000 to $59,999",0
92134,2014,5,"$60,000 to $74,999",0
92134,2014,6,"$75,000 to $99,999",0
92134,2014,7,"$100,000 to $124,999",0
92134,2014,8,"$125,000 to $149,999",0
92134,2014,9,"$150,000 to $199,999",0
92134,2014,10,"$200,000 or more",0
92134,2015,1,"Less than $15,000",0
92134,2015,2,"$15,000 to $29,999",0
92134,2015,3,"$30,000 to $44,999",0
92134,2015,4,"$45,000 to $59,999",0
92134,2015,5,"$60,000 to $74,999",0
92134,2015,6,"$75,000 to $99,999",0
92134,2015,7,"$100,000 to $124,999",0
92134,2015,8,"$125,000 to $149,999",0
92134,2015,9,"$150,000 to $199,999",0
92134,2015,10,"$200,000 or more",0
92134,2016,1,"Less than $15,000",0
92134,2016,2,"$15,000 to $29,999",0
92134,2016,3,"$30,000 to $44,999",0
92134,2016,4,"$45,000 to $59,999",0
92134,2016,5,"$60,000 to $74,999",0
92134,2016,6,"$75,000 to $99,999",0
92134,2016,7,"$100,000 to $124,999",0
92134,2016,8,"$125,000 to $149,999",0
92134,2016,9,"$150,000 to $199,999",0
92134,2016,10,"$200,000 or more",0
92134,2017,1,"Less than $15,000",0
92134,2017,2,"$15,000 to $29,999",0
92134,2017,3,"$30,000 to $44,999",0
92134,2017,4,"$45,000 to $59,999",0
92134,2017,5,"$60,000 to $74,999",0
92134,2017,6,"$75,000 to $99,999",0
92134,2017,7,"$100,000 to $124,999",0
92134,2017,8,"$125,000 to $149,999",0
92134,2017,9,"$150,000 to $199,999",0
92134,2017,10,"$200,000 or more",0
92134,2018,1,"Less than $15,000",0
92134,2018,2,"$15,000 to $29,999",0
92134,2018,3,"$30,000 to $44,999",0
92134,2018,4,"$45,000 to $59,999",0
92134,2018,5,"$60,000 to $74,999",0
92134,2018,6,"$75,000 to $99,999",0
92134,2018,7,"$100,000 to $124,999",0
92134,2018,8,"$125,000 to $149,999",0
92134,2018,9,"$150,000 to $199,999",0
92134,2018,10,"$200,000 or more",0
92134,2019,1,"Less than $15,000",0
92134,2019,2,"$15,000 to $29,999",0
92134,2019,3,"$30,000 to $44,999",0
92134,2019,4,"$45,000 to $59,999",0
92134,2019,5,"$60,000 to $74,999",0
92134,2019,6,"$75,000 to $99,999",0
92134,2019,7,"$100,000 to $124,999",0
92134,2019,8,"$125,000 to $149,999",0
92134,2019,9,"$150,000 to $199,999",0
92134,2019,10,"$200,000 or more",0
92135,2010,1,"Less than $15,000",0
92135,2010,2,"$15,000 to $29,999",2
92135,2010,3,"$30,000 to $44,999",2
92135,2010,4,"$45,000 to $59,999",0
92135,2010,5,"$60,000 to $74,999",0
92135,2010,6,"$75,000 to $99,999",0
92135,2010,7,"$100,000 to $124,999",16
92135,2010,8,"$125,000 to $149,999",14
92135,2010,9,"$150,000 to $199,999",0
92135,2010,10,"$200,000 or more",0
92135,2011,1,"Less than $15,000",0
92135,2011,2,"$15,000 to $29,999",2
92135,2011,3,"$30,000 to $44,999",2
92135,2011,4,"$45,000 to $59,999",0
92135,2011,5,"$60,000 to $74,999",0
92135,2011,6,"$75,000 to $99,999",0
92135,2011,7,"$100,000 to $124,999",16
92135,2011,8,"$125,000 to $149,999",14
92135,2011,9,"$150,000 to $199,999",0
92135,2011,10,"$200,000 or more",0
92135,2012,1,"Less than $15,000",1
92135,2012,2,"$15,000 to $29,999",0
92135,2012,3,"$30,000 to $44,999",4
92135,2012,4,"$45,000 to $59,999",0
92135,2012,5,"$60,000 to $74,999",0
92135,2012,6,"$75,000 to $99,999",1
92135,2012,7,"$100,000 to $124,999",10
92135,2012,8,"$125,000 to $149,999",9
92135,2012,9,"$150,000 to $199,999",9
92135,2012,10,"$200,000 or more",0
92135,2013,1,"Less than $15,000",0
92135,2013,2,"$15,000 to $29,999",2
92135,2013,3,"$30,000 to $44,999",3
92135,2013,4,"$45,000 to $59,999",0
92135,2013,5,"$60,000 to $74,999",0
92135,2013,6,"$75,000 to $99,999",1
92135,2013,7,"$100,000 to $124,999",10
92135,2013,8,"$125,000 to $149,999",7
92135,2013,9,"$150,000 to $199,999",8
92135,2013,10,"$200,000 or more",3
92135,2014,1,"Less than $15,000",0
92135,2014,2,"$15,000 to $29,999",0
92135,2014,3,"$30,000 to $44,999",9
92135,2014,4,"$45,000 to $59,999",0
92135,2014,5,"$60,000 to $74,999",0
92135,2014,6,"$75,000 to $99,999",0
92135,2014,7,"$100,000 to $124,999",7
92135,2014,8,"$125,000 to $149,999",14
92135,2014,9,"$150,000 to $199,999",0
92135,2014,10,"$200,000 or more",4
92135,2015,1,"Less than $15,000",0
92135,2015,2,"$15,000 to $29,999",0
92135,2015,3,"$30,000 to $44,999",6
92135,2015,4,"$45,000 to $59,999",0
92135,2015,5,"$60,000 to $74,999",0
92135,2015,6,"$75,000 to $99,999",0
92135,2015,7,"$100,000 to $124,999",10
92135,2015,8,"$125,000 to $149,999",14
92135,2015,9,"$150,000 to $199,999",0
92135,2015,10,"$200,000 or more",4
92135,2016,1,"Less than $15,000",0
92135,2016,2,"$15,000 to $29,999",0
92135,2016,3,"$30,000 to $44,999",8
92135,2016,4,"$45,000 to $59,999",0
92135,2016,5,"$60,000 to $74,999",0
92135,2016,6,"$75,000 to $99,999",0
92135,2016,7,"$100,000 to $124,999",7
92135,2016,8,"$125,000 to $149,999",11
92135,2016,9,"$150,000 to $199,999",3
92135,2016,10,"$200,000 or more",5
92135,2017,1,"Less than $15,000",0
92135,2017,2,"$15,000 to $29,999",1
92135,2017,3,"$30,000 to $44,999",5
92135,2017,4,"$45,000 to $59,999",0
92135,2017,5,"$60,000 to $74,999",0
92135,2017,6,"$75,000 to $99,999",0
92135,2017,7,"$100,000 to $124,999",11
92135,2017,8,"$125,000 to $149,999",10
92135,2017,9,"$150,000 to $199,999",3
92135,2017,10,"$200,000 or more",4
92135,2018,1,"Less than $15,000",0
92135,2018,2,"$15,000 to $29,999",3
92135,2018,3,"$30,000 to $44,999",5
92135,2018,4,"$45,000 to $59,999",0
92135,2018,5,"$60,000 to $74,999",0
92135,2018,6,"$75,000 to $99,999",0
92135,2018,7,"$100,000 to $124,999",11
92135,2018,8,"$125,000 to $149,999",8
92135,2018,9,"$150,000 to $199,999",4
92135,2018,10,"$200,000 or more",3
92135,2019,1,"Less than $15,000",0
92135,2019,2,"$15,000 to $29,999",0
92135,2019,3,"$30,000 to $44,999",2
92135,2019,4,"$45,000 to $59,999",0
92135,2019,5,"$60,000 to $74,999",0
92135,2019,6,"$75,000 to $99,999",0
92135,2019,7,"$100,000 to $124,999",8
92135,2019,8,"$125,000 to $149,999",8
92135,2019,9,"$150,000 to $199,999",9
92135,2019,10,"$200,000 or more",7
92136,2010,1,"Less than $15,000",0
92136,2010,2,"$15,000 to $29,999",0
92136,2010,3,"$30,000 to $44,999",0
92136,2010,4,"$45,000 to $59,999",0
92136,2010,5,"$60,000 to $74,999",0
92136,2010,6,"$75,000 to $99,999",0
92136,2010,7,"$100,000 to $124,999",0
92136,2010,8,"$125,000 to $149,999",0
92136,2010,9,"$150,000 to $199,999",0
92136,2010,10,"$200,000 or more",0
92136,2011,1,"Less than $15,000",0
92136,2011,2,"$15,000 to $29,999",0
92136,2011,3,"$30,000 to $44,999",0
92136,2011,4,"$45,000 to $59,999",0
92136,2011,5,"$60,000 to $74,999",0
92136,2011,6,"$75,000 to $99,999",0
92136,2011,7,"$100,000 to $124,999",0
92136,2011,8,"$125,000 to $149,999",0
92136,2011,9,"$150,000 to $199,999",0
92136,2011,10,"$200,000 or more",0
92136,2012,1,"Less than $15,000",0
92136,2012,2,"$15,000 to $29,999",0
92136,2012,3,"$30,000 to $44,999",0
92136,2012,4,"$45,000 to $59,999",0
92136,2012,5,"$60,000 to $74,999",0
92136,2012,6,"$75,000 to $99,999",0
92136,2012,7,"$100,000 to $124,999",0
92136,2012,8,"$125,000 to $149,999",0
92136,2012,9,"$150,000 to $199,999",0
92136,2012,10,"$200,000 or more",0
92136,2013,1,"Less than $15,000",0
92136,2013,2,"$15,000 to $29,999",0
92136,2013,3,"$30,000 to $44,999",0
92136,2013,4,"$45,000 to $59,999",0
92136,2013,5,"$60,000 to $74,999",0
92136,2013,6,"$75,000 to $99,999",0
92136,2013,7,"$100,000 to $124,999",0
92136,2013,8,"$125,000 to $149,999",0
92136,2013,9,"$150,000 to $199,999",0
92136,2013,10,"$200,000 or more",0
92136,2014,1,"Less than $15,000",0
92136,2014,2,"$15,000 to $29,999",0
92136,2014,3,"$30,000 to $44,999",0
92136,2014,4,"$45,000 to $59,999",0
92136,2014,5,"$60,000 to $74,999",0
92136,2014,6,"$75,000 to $99,999",0
92136,2014,7,"$100,000 to $124,999",0
92136,2014,8,"$125,000 to $149,999",0
92136,2014,9,"$150,000 to $199,999",0
92136,2014,10,"$200,000 or more",0
92136,2015,1,"Less than $15,000",0
92136,2015,2,"$15,000 to $29,999",0
92136,2015,3,"$30,000 to $44,999",0
92136,2015,4,"$45,000 to $59,999",0
92136,2015,5,"$60,000 to $74,999",0
92136,2015,6,"$75,000 to $99,999",0
92136,2015,7,"$100,000 to $124,999",0
92136,2015,8,"$125,000 to $149,999",0
92136,2015,9,"$150,000 to $199,999",0
92136,2015,10,"$200,000 or more",0
92136,2016,1,"Less than $15,000",0
92136,2016,2,"$15,000 to $29,999",0
92136,2016,3,"$30,000 to $44,999",0
92136,2016,4,"$45,000 to $59,999",0
92136,2016,5,"$60,000 to $74,999",0
92136,2016,6,"$75,000 to $99,999",0
92136,2016,7,"$100,000 to $124,999",0
92136,2016,8,"$125,000 to $149,999",0
92136,2016,9,"$150,000 to $199,999",0
92136,2016,10,"$200,000 or more",0
92136,2017,1,"Less than $15,000",0
92136,2017,2,"$15,000 to $29,999",0
92136,2017,3,"$30,000 to $44,999",0
92136,2017,4,"$45,000 to $59,999",0
92136,2017,5,"$60,000 to $74,999",0
92136,2017,6,"$75,000 to $99,999",0
92136,2017,7,"$100,000 to $124,999",0
92136,2017,8,"$125,000 to $149,999",0
92136,2017,9,"$150,000 to $199,999",0
92136,2017,10,"$200,000 or more",0
92136,2018,1,"Less than $15,000",0
92136,2018,2,"$15,000 to $29,999",0
92136,2018,3,"$30,000 to $44,999",0
92136,2018,4,"$45,000 to $59,999",0
92136,2018,5,"$60,000 to $74,999",0
92136,2018,6,"$75,000 to $99,999",0
92136,2018,7,"$100,000 to $124,999",0
92136,2018,8,"$125,000 to $149,999",0
92136,2018,9,"$150,000 to $199,999",0
92136,2018,10,"$200,000 or more",0
92136,2019,1,"Less than $15,000",0
92136,2019,2,"$15,000 to $29,999",0
92136,2019,3,"$30,000 to $44,999",0
92136,2019,4,"$45,000 to $59,999",0
92136,2019,5,"$60,000 to $74,999",0
92136,2019,6,"$75,000 to $99,999",0
92136,2019,7,"$100,000 to $124,999",0
92136,2019,8,"$125,000 to $149,999",0
92136,2019,9,"$150,000 to $199,999",0
92136,2019,10,"$200,000 or more",0
92139,2010,1,"Less than $15,000",764
92139,2010,2,"$15,000 to $29,999",1311
92139,2010,3,"$30,000 to $44,999",1723
92139,2010,4,"$45,000 to $59,999",1429
92139,2010,5,"$60,000 to $74,999",1314
92139,2010,6,"$75,000 to $99,999",1785
92139,2010,7,"$100,000 to $124,999",842
92139,2010,8,"$125,000 to $149,999",397
92139,2010,9,"$150,000 to $199,999",427
92139,2010,10,"$200,000 or more",201
92139,2011,1,"Less than $15,000",770
92139,2011,2,"$15,000 to $29,999",1308
92139,2011,3,"$30,000 to $44,999",1737
92139,2011,4,"$45,000 to $59,999",1427
92139,2011,5,"$60,000 to $74,999",1338
92139,2011,6,"$75,000 to $99,999",1767
92139,2011,7,"$100,000 to $124,999",835
92139,2011,8,"$125,000 to $149,999",391
92139,2011,9,"$150,000 to $199,999",419
92139,2011,10,"$200,000 or more",201
92139,2012,1,"Less than $15,000",793
92139,2012,2,"$15,000 to $29,999",1403
92139,2012,3,"$30,000 to $44,999",1684
92139,2012,4,"$45,000 to $59,999",1572
92139,2012,5,"$60,000 to $74,999",1250
92139,2012,6,"$75,000 to $99,999",1655
92139,2012,7,"$100,000 to $124,999",892
92139,2012,8,"$125,000 to $149,999",385
92139,2012,9,"$150,000 to $199,999",396
92139,2012,10,"$200,000 or more",163
92139,2013,1,"Less than $15,000",744
92139,2013,2,"$15,000 to $29,999",1487
92139,2013,3,"$30,000 to $44,999",1689
92139,2013,4,"$45,000 to $59,999",1490
92139,2013,5,"$60,000 to $74,999",1308
92139,2013,6,"$75,000 to $99,999",1604
92139,2013,7,"$100,000 to $124,999",842
92139,2013,8,"$125,000 to $149,999",371
92139,2013,9,"$150,000 to $199,999",498
92139,2013,10,"$200,000 or more",171
92139,2014,1,"Less than $15,000",797
92139,2014,2,"$15,000 to $29,999",1733
92139,2014,3,"$30,000 to $44,999",1708
92139,2014,4,"$45,000 to $59,999",1436
92139,2014,5,"$60,000 to $74,999",1242
92139,2014,6,"$75,000 to $99,999",1568
92139,2014,7,"$100,000 to $124,999",696
92139,2014,8,"$125,000 to $149,999",364
92139,2014,9,"$150,000 to $199,999",419
92139,2014,10,"$200,000 or more",241
92139,2015,1,"Less than $15,000",776
92139,2015,2,"$15,000 to $29,999",1595
92139,2015,3,"$30,000 to $44,999",1623
92139,2015,4,"$45,000 to $59,999",1301
92139,2015,5,"$60,000 to $74,999",1194
92139,2015,6,"$75,000 to $99,999",1901
92139,2015,7,"$100,000 to $124,999",862
92139,2015,8,"$125,000 to $149,999",343
92139,2015,9,"$150,000 to $199,999",373
92139,2015,10,"$200,000 or more",236
92139,2016,1,"Less than $15,000",722
92139,2016,2,"$15,000 to $29,999",1473
92139,2016,3,"$30,000 to $44,999",1637
92139,2016,4,"$45,000 to $59,999",1538
92139,2016,5,"$60,000 to $74,999",1230
92139,2016,6,"$75,000 to $99,999",1773
92139,2016,7,"$100,000 to $124,999",929
92139,2016,8,"$125,000 to $149,999",371
92139,2016,9,"$150,000 to $199,999",372
92139,2016,10,"$200,000 or more",159
92139,2017,1,"Less than $15,000",653
92139,2017,2,"$15,000 to $29,999",1546
92139,2017,3,"$30,000 to $44,999",1750
92139,2017,4,"$45,000 to $59,999",1542
92139,2017,5,"$60,000 to $74,999",1230
92139,2017,6,"$75,000 to $99,999",1594
92139,2017,7,"$100,000 to $124,999",892
92139,2017,8,"$125,000 to $149,999",370
92139,2017,9,"$150,000 to $199,999",423
92139,2017,10,"$200,000 or more",204
92139,2018,1,"Less than $15,000",703
92139,2018,2,"$15,000 to $29,999",1550
92139,2018,3,"$30,000 to $44,999",1647
92139,2018,4,"$45,000 to $59,999",1428
92139,2018,5,"$60,000 to $74,999",1193
92139,2018,6,"$75,000 to $99,999",1594
92139,2018,7,"$100,000 to $124,999",943
92139,2018,8,"$125,000 to $149,999",441
92139,2018,9,"$150,000 to $199,999",453
92139,2018,10,"$200,000 or more",252
